,_id,Date,CA,CAQF,CAName,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
363347,363348,20210518,S12000048,,Perth and Kinross,Total,d,18 years and over,,124294.0,,Dose 1,,319,,0.25664955669622,,91823,,73.8756496693324,
363348,363349,20210518,S12000048,,Perth and Kinross,Total,d,30 - 39,,17386.0,,Dose 1,,117,,0.672955251351662,,4865,,27.982284596802,
363349,363350,20210518,S12000048,,Perth and Kinross,Total,d,40 - 49,,18213.0,,Dose 1,,168,,0.922418053039038,,14727,,80.85982539944,
363350,363351,20210518,S12000048,,Perth and Kinross,Total,d,50 - 54,,11797.0,,Dose 1,,8,,0.0678138509790625,,10644,,90.2263287276426,
363351,363352,20210518,S12000048,,Perth and Kinross,Total,d,50 years and over,,69713.0,,Dose 1,,19,,0.0272546010069858,,68363,,98.0634888758194,
363352,363353,20210518,S12000048,,Perth and Kinross,Total,d,55 - 59,,11540.0,,Dose 1,,2,,0.0173310225303293,,11402,,98.8041594454073,
363353,363354,20210518,S12000048,,Perth and Kinross,Total,d,60 - 64,,10542.0,,Dose 1,,5,,0.0474293302978562,,10456,,99.18421551887691,
363354,363355,20210518,S12000048,,Perth and Kinross,Total,d,65 - 69,,9875.0,,Dose 1,,2,,0.020253164556961998,,9628,,97.4987341772152,
363355,363356,20210518,S12000048,,Perth and Kinross,Total,d,70 - 74,,9300.0,,Dose 1,,0,,0.0,,9575,,102.956989247312,
363356,363357,20210518,S12000048,,Perth and Kinross,Total,d,75 - 79,,6697.0,,Dose 1,,1,,0.0149320591309542,,6862,,102.463789756607,
363357,363358,20210518,S12000048,,Perth and Kinross,Total,d,80 years and over,,9962.0,,Dose 1,,1,,0.0100381449508131,,9796,,98.333667938165,
363358,363359,20210518,S12000048,,Perth and Kinross,Female,,18 - 29,,8787.0,,Dose 2,,27,,0.307272106520997,,1504,,17.116194378058502,
363359,363360,20210518,S12000048,,Perth and Kinross,Female,,18 years and over,,63767.0,,Dose 2,,300,,0.47046277855317,,31017,,48.641146674612294,
363360,363361,20210518,S12000048,,Perth and Kinross,Female,,30 - 39,,8828.0,,Dose 2,,33,,0.37381060262800203,,1887,,21.3751699139103,
363361,363362,20210518,S12000048,,Perth and Kinross,Female,,40 - 49,,9444.0,,Dose 2,,46,,0.487081745023295,,2706,,28.653113087674697,
363362,363363,20210518,S12000048,,Perth and Kinross,Female,,50 - 54,,6131.0,,Dose 2,,42,,0.6850432229652591,,2109,,34.3989561246126,
363363,363364,20210518,S12000048,,Perth and Kinross,Female,,55 - 59,,5851.0,,Dose 2,,62,,1.05964792343189,,2277,,38.9164245428132,
363364,363365,20210518,S12000048,,Perth and Kinross,Female,,60 - 64,,5394.0,,Dose 2,,40,,0.7415647015202079,,2133,,39.5439377085651,
363365,363366,20210518,S12000048,,Perth and Kinross,Female,,65 - 69,,5039.0,,Dose 2,,39,,0.7739630879142689,,4562,,90.533836078587,
363366,363367,20210518,S12000048,,Perth and Kinross,Female,,70 - 74,,4806.0,,Dose 2,,7,,0.145651269246775,,4827,,100.43695380774,
363367,363368,20210518,S12000048,,Perth and Kinross,Female,,75 - 79,,3600.0,,Dose 2,,2,,0.0555555555555556,,3553,,98.69444444444441,
363368,363369,20210518,S12000048,,Perth and Kinross,Female,,80 years and over,,5887.0,,Dose 2,,2,,0.0339731612026499,,5459,,92.7297435026329,
363369,363370,20210518,S12000048,,Perth and Kinross,Male,,18 - 29,,10195.0,,Dose 2,,21,,0.205983325159392,,649,,6.365865620402159,
363370,363371,20210518,S12000048,,Perth and Kinross,Male,,18 years and over,,60527.0,,Dose 2,,325,,0.536950451864457,,22958,,37.930179919705296,
363371,363372,20210518,S12000048,,Perth and Kinross,Male,,30 - 39,,8558.0,,Dose 2,,26,,0.303809301238607,,787,,9.19607384903015,
363372,363373,20210518,S12000048,,Perth and Kinross,Male,,40 - 49,,8769.0,,Dose 2,,58,,0.661420914585472,,1280,,14.596875356368999,
363373,363374,20210518,S12000048,,Perth and Kinross,Male,,50 - 54,,5666.0,,Dose 2,,37,,0.653018002117896,,1097,,19.361101306036,
363374,363375,20210518,S12000048,,Perth and Kinross,Male,,55 - 59,,5689.0,,Dose 2,,75,,1.31833362629636,,1555,,27.333450518544602,
363375,363376,20210518,S12000048,,Perth and Kinross,Male,,60 - 64,,5148.0,,Dose 2,,49,,0.9518259518259521,,1784,,34.6542346542347,
363376,363377,20210518,S12000048,,Perth and Kinross,Male,,65 - 69,,4836.0,,Dose 2,,52,,1.0752688172043001,,4268,,88.2547559966915,
363377,363378,20210518,S12000048,,Perth and Kinross,Male,,70 - 74,,4494.0,,Dose 2,,4,,0.0890075656430797,,4500,,100.133511348465,
363378,363379,20210518,S12000048,,Perth and Kinross,Male,,75 - 79,,3097.0,,Dose 2,,3,,0.09686793671294801,,3102,,100.16144656118799,
363379,363380,20210518,S12000048,,Perth and Kinross,Male,,80 years and over,,4075.0,,Dose 2,,0,,0.0,,3936,,96.5889570552147,
363380,363381,20210518,S12000048,,Perth and Kinross,Total,d,18 - 29,,18982.0,,Dose 2,,48,,0.252871141081024,,2153,,11.3423243072384,
363381,363382,20210518,S12000048,,Perth and Kinross,Total,d,18 years and over,,124294.0,,Dose 2,,625,,0.502840040549021,,53975,,43.425265901813404,
363382,363383,20210518,S12000048,,Perth and Kinross,Total,d,30 - 39,,17386.0,,Dose 2,,59,,0.33935350281835996,,2674,,15.380190958242302,
363383,363384,20210518,S12000048,,Perth and Kinross,Total,d,40 - 49,,18213.0,,Dose 2,,104,,0.571020699500357,,3986,,21.885466425081,
363384,363385,20210518,S12000048,,Perth and Kinross,Total,d,50 - 54,,11797.0,,Dose 2,,79,,0.669661778418242,,3206,,27.1764007798593,
363385,363386,20210518,S12000048,,Perth and Kinross,Total,d,50 years and over,,69713.0,,Dose 2,,414,,0.593863411415374,,45162,,64.7827521409206,
363386,363387,20210518,S12000048,,Perth and Kinross,Total,d,55 - 59,,11540.0,,Dose 2,,137,,1.18717504332756,,3832,,33.2062391681109,
363387,363388,20210518,S12000048,,Perth and Kinross,Total,d,60 - 64,,10542.0,,Dose 2,,89,,0.8442420793018399,,3917,,37.1561373553405,
363388,363389,20210518,S12000048,,Perth and Kinross,Total,d,65 - 69,,9875.0,,Dose 2,,91,,0.9215189873417721,,8830,,89.41772151898729,
363389,363390,20210518,S12000048,,Perth and Kinross,Total,d,70 - 74,,9300.0,,Dose 2,,11,,0.11827956989247301,,9327,,100.29032258064501,
363390,363391,20210518,S12000048,,Perth and Kinross,Total,d,75 - 79,,6697.0,,Dose 2,,5,,0.0746602956547708,,6655,,99.3728535164999,
363391,363392,20210518,S12000048,,Perth and Kinross,Total,d,80 years and over,,9962.0,,Dose 2,,2,,0.0200762899016262,,9395,,94.308371812889,
363392,363393,20210518,S12000049,,Glasgow City,Female,,18 - 29,,69265.0,,Dose 1,,204,,0.29452104237349297,,15000,,21.655958998051,
363393,363394,20210518,S12000049,,Glasgow City,Female,,18 years and over,,268606.0,,Dose 1,,1222,,0.45494143838931395,,160472,,59.742522505081794,
363394,363395,20210518,S12000049,,Glasgow City,Female,,30 - 39,,53451.0,,Dose 1,,415,,0.776412040934688,,16749,,31.335241623168898,
363395,363396,20210518,S12000049,,Glasgow City,Female,,40 - 49,,37551.0,,Dose 1,,573,,1.5259247423503999,,25738,,68.5414502942665,
363396,363397,20210518,S12000049,,Glasgow City,Female,,50 - 54,,21381.0,,Dose 1,,6,,0.028062298302231004,,18678,,87.357934614845,
363397,363398,20210518,S12000049,,Glasgow City,Female,,55 - 59,,20982.0,,Dose 1,,10,,0.0476598989610142,,20095,,95.772566962158,
363398,363399,20210518,S12000049,,Glasgow City,Female,,60 - 64,,17464.0,,Dose 1,,8,,0.0458085203847916,,17653,,101.082226294091,
363399,363400,20210518,S12000049,,Glasgow City,Female,,65 - 69,,12973.0,,Dose 1,,3,,0.023124951823017,,13413,,103.391659600709,
363400,363401,20210518,S12000049,,Glasgow City,Female,,70 - 74,,11392.0,,Dose 1,,3,,0.0263342696629213,,11243,,98.6920646067416,
363401,363402,20210518,S12000049,,Glasgow City,Female,,75 - 79,,8780.0,,Dose 1,,0,,0.0,,8232,,93.75854214123008,
363402,363403,20210518,S12000049,,Glasgow City,Female,,80 years and over,,15367.0,,Dose 1,,0,,0.0,,13671,,88.96336305069299,
363403,363404,20210518,S12000049,,Glasgow City,Male,,18 - 29,,68212.0,,Dose 1,,157,,0.230164780390547,,9118,,13.367149475165698,
363404,363405,20210518,S12000049,,Glasgow City,Male,,18 years and over,,252916.0,,Dose 1,,1377,,0.544449540558921,,136669,,54.037308829809106,
363405,363406,20210518,S12000049,,Glasgow City,Male,,30 - 39,,56752.0,,Dose 1,,432,,0.761206653510008,,11425,,20.1314491119256,
363406,363407,20210518,S12000049,,Glasgow City,Male,,40 - 49,,37412.0,,Dose 1,,762,,2.03677964289533,,23862,,63.78167432909229,
363407,363408,20210518,S12000049,,Glasgow City,Male,,50 - 54,,19502.0,,Dose 1,,12,,0.0615321505486617,,18552,,95.12870474823099,
363408,363409,20210518,S12000049,,Glasgow City,Male,,55 - 59,,18741.0,,Dose 1,,6,,0.0320153673763406,,19463,,103.852515874286,
363409,363410,20210518,S12000049,,Glasgow City,Male,,60 - 64,,15645.0,,Dose 1,,3,,0.0191754554170662,,17436,,111.447746883988,
363410,363411,20210518,S12000049,,Glasgow City,Male,,65 - 69,,12232.0,,Dose 1,,1,,0.00817527795945062,,13179,,107.7419882276,
363411,363412,20210518,S12000049,,Glasgow City,Male,,70 - 74,,9987.0,,Dose 1,,4,,0.0400520676879944,,10084,,100.971262641434,
363412,363413,20210518,S12000049,,Glasgow City,Male,,75 - 79,,6593.0,,Dose 1,,0,,0.0,,6438,,97.6490216896709,
363413,363414,20210518,S12000049,,Glasgow City,Male,,80 years and over,,7840.0,,Dose 1,,0,,0.0,,7112,,90.7142857142857,
363414,363415,20210518,S12000049,,Glasgow City,Total,d,18 - 29,,137477.0,,Dose 1,,361,,0.26258937858696396,,24118,,17.5432981516908,
363415,363416,20210518,S12000049,,Glasgow City,Total,d,18 years and over,,521522.0,,Dose 1,,2599,,0.498349062935025,,297141,,56.9757364022994,
363416,363417,20210518,S12000049,,Glasgow City,Total,d,30 - 39,,110203.0,,Dose 1,,847,,0.76858161756032,,28174,,25.5655472174079,
363417,363418,20210518,S12000049,,Glasgow City,Total,d,40 - 49,,74963.0,,Dose 1,,1335,,1.7808785667596,,49600,,66.1659752144391,
363418,363419,20210518,S12000049,,Glasgow City,Total,d,50 - 54,,40883.0,,Dose 1,,18,,0.0440280801311058,,37230,,91.0647457378372,
363419,363420,20210518,S12000049,,Glasgow City,Total,d,50 years and over,,198879.0,,Dose 1,,56,,0.0281578246069218,,195249,,98.17476958351558,
363420,363421,20210518,S12000049,,Glasgow City,Total,d,55 - 59,,39723.0,,Dose 1,,16,,0.0402789316013393,,39558,,99.58462351786119,
363421,363422,20210518,S12000049,,Glasgow City,Total,d,60 - 64,,33109.0,,Dose 1,,11,,0.0332235947929566,,35089,,105.98024706273199,
363422,363423,20210518,S12000049,,Glasgow City,Total,d,65 - 69,,25205.0,,Dose 1,,4,,0.0158698670898631,,26592,,105.50287641341,
363423,363424,20210518,S12000049,,Glasgow City,Total,d,70 - 74,,21379.0,,Dose 1,,7,,0.0327424107769306,,21327,,99.75677066279991,
363424,363425,20210518,S12000049,,Glasgow City,Total,d,75 - 79,,15373.0,,Dose 1,,0,,0.0,,14670,,95.42704742080271,
363425,363426,20210518,S12000049,,Glasgow City,Total,d,80 years and over,,23207.0,,Dose 1,,0,,0.0,,20783,,89.5548756840608,
363426,363427,20210518,S12000049,,Glasgow City,Female,,18 - 29,,69265.0,,Dose 2,,123,,0.17757886378401802,,8124,,11.7288673933444,
363427,363428,20210518,S12000049,,Glasgow City,Female,,18 years and over,,268606.0,,Dose 2,,1527,,0.5684906517352549,,89881,,33.4620224417921,
363428,363429,20210518,S12000049,,Glasgow City,Female,,30 - 39,,53451.0,,Dose 2,,196,,0.36669098800770794,,8469,,15.844418252231,
363429,363430,20210518,S12000049,,Glasgow City,Female,,40 - 49,,37551.0,,Dose 2,,271,,0.721685174828899,,8934,,23.791643365023603,
363430,363431,20210518,S12000049,,Glasgow City,Female,,50 - 54,,21381.0,,Dose 2,,218,,1.01959683831439,,6370,,29.7928066975352,
363431,363432,20210518,S12000049,,Glasgow City,Female,,55 - 59,,20982.0,,Dose 2,,277,,1.3201792012200901,,7658,,36.4979506243447,
363432,363433,20210518,S12000049,,Glasgow City,Female,,60 - 64,,17464.0,,Dose 2,,344,,1.9697663765460403,,6735,,38.5650480989464,
363433,363434,20210518,S12000049,,Glasgow City,Female,,65 - 69,,12973.0,,Dose 2,,41,,0.3160410082479,,12298,,94.7968858398212,
363434,363435,20210518,S12000049,,Glasgow City,Female,,70 - 74,,11392.0,,Dose 2,,17,,0.149227528089888,,10585,,92.9160814606742,
363435,363436,20210518,S12000049,,Glasgow City,Female,,75 - 79,,8780.0,,Dose 2,,20,,0.22779043280182198,,7832,,89.20273348519359,
363436,363437,20210518,S12000049,,Glasgow City,Female,,80 years and over,,15367.0,,Dose 2,,20,,0.13014902062862,,12876,,83.7899394807054,
363437,363438,20210518,S12000049,,Glasgow City,Male,,18 - 29,,68212.0,,Dose 2,,105,,0.153931859496863,,3685,,5.4022752594851395,
363438,363439,20210518,S12000049,,Glasgow City,Male,,18 years and over,,252916.0,,Dose 2,,1451,,0.573708266776321,,61643,,24.3729143272865,
363439,363440,20210518,S12000049,,Glasgow City,Male,,30 - 39,,56752.0,,Dose 2,,163,,0.28721454750493397,,4426,,7.798844093600231,
363440,363441,20210518,S12000049,,Glasgow City,Male,,40 - 49,,37412.0,,Dose 2,,229,,0.6121030685341601,,5050,,13.4983427777184,
363441,363442,20210518,S12000049,,Glasgow City,Male,,50 - 54,,19502.0,,Dose 2,,210,,1.0768126346015798,,3997,,20.495333811916698,
363442,363443,20210518,S12000049,,Glasgow City,Male,,55 - 59,,18741.0,,Dose 2,,300,,1.60076836881703,,4933,,26.3219678779147,
363443,363444,20210518,S12000049,,Glasgow City,Male,,60 - 64,,15645.0,,Dose 2,,394,,2.5183764781080202,,5230,,33.4292106104187,
363444,363445,20210518,S12000049,,Glasgow City,Male,,65 - 69,,12232.0,,Dose 2,,29,,0.237083060824068,,11986,,97.9888816219751,
363445,363446,20210518,S12000049,,Glasgow City,Male,,70 - 74,,9987.0,,Dose 2,,9,,0.0901171522979874,,9482,,94.9434264543907,
363446,363447,20210518,S12000049,,Glasgow City,Male,,75 - 79,,6593.0,,Dose 2,,7,,0.106173214014864,,6128,,92.94706506901258,
363447,363448,20210518,S12000049,,Glasgow City,Male,,80 years and over,,7840.0,,Dose 2,,5,,0.0637755102040816,,6726,,85.79081632653059,
363448,363449,20210518,S12000049,,Glasgow City,Total,d,18 - 29,,137477.0,,Dose 2,,228,,0.165845923318082,,11809,,8.58980047571594,
363449,363450,20210518,S12000049,,Glasgow City,Total,d,18 years and over,,521522.0,,Dose 2,,2978,,0.571020973228359,,151524,,29.054191385981802,
363450,363451,20210518,S12000049,,Glasgow City,Total,d,30 - 39,,110203.0,,Dose 2,,359,,0.32576245655744396,,12895,,11.7011333629756,
363451,363452,20210518,S12000049,,Glasgow City,Total,d,40 - 49,,74963.0,,Dose 2,,500,,0.666995717887491,,13984,,18.654536237877398,
363452,363453,20210518,S12000049,,Glasgow City,Total,d,50 - 54,,40883.0,,Dose 2,,428,,1.04688990533963,,10367,,25.357728151065196,
363453,363454,20210518,S12000049,,Glasgow City,Total,d,50 years and over,,198879.0,,Dose 2,,1891,,0.9508293987801629,,112836,,56.7360053097612,
363454,363455,20210518,S12000049,,Glasgow City,Total,d,55 - 59,,39723.0,,Dose 2,,577,,1.4525589708733002,,12591,,31.6970017370289,
363455,363456,20210518,S12000049,,Glasgow City,Total,d,60 - 64,,33109.0,,Dose 2,,738,,2.2290011779274503,,11965,,36.1382101543387,
363456,363457,20210518,S12000049,,Glasgow City,Total,d,65 - 69,,25205.0,,Dose 2,,70,,0.277722674072605,,24284,,96.345963102559,
363457,363458,20210518,S12000049,,Glasgow City,Total,d,70 - 74,,21379.0,,Dose 2,,26,,0.12161466860002801,,20067,,93.8631367229524,
363458,363459,20210518,S12000049,,Glasgow City,Total,d,75 - 79,,15373.0,,Dose 2,,27,,0.17563260261497401,,13960,,90.8085604631497,
363459,363460,20210518,S12000049,,Glasgow City,Total,d,80 years and over,,23207.0,,Dose 2,,25,,0.107726117119835,,19602,,84.46589391131991,
363460,363461,20210518,S12000050,,North Lanarkshire,Female,,18 - 29,,24241.0,,Dose 1,,8,,0.0330019388639083,,7637,,31.5044758879584,
363461,363462,20210518,S12000050,,North Lanarkshire,Female,,18 years and over,,141576.0,,Dose 1,,20,,0.0141266881392326,,104120,,73.5435384528451,
363462,363463,20210518,S12000050,,North Lanarkshire,Female,,30 - 39,,23153.0,,Dose 1,,7,,0.0302336630242301,,10069,,43.48896471299621,
363463,363464,20210518,S12000050,,North Lanarkshire,Female,,40 - 49,,23330.0,,Dose 1,,2,,0.0085726532361766,,17237,,73.88341191598799,
363464,363465,20210518,S12000050,,North Lanarkshire,Female,,50 - 54,,13826.0,,Dose 1,,0,,0.0,,12939,,93.5845508462317,
363465,363466,20210518,S12000050,,North Lanarkshire,Female,,55 - 59,,12901.0,,Dose 1,,0,,0.0,,12714,,98.5504999612433,
363466,363467,20210518,S12000050,,North Lanarkshire,Female,,60 - 64,,11131.0,,Dose 1,,0,,0.0,,11057,,99.3351900098823,
363467,363468,20210518,S12000050,,North Lanarkshire,Female,,65 - 69,,9465.0,,Dose 1,,1,,0.0105652403592182,,9322,,98.4891706286318,
363468,363469,20210518,S12000050,,North Lanarkshire,Female,,70 - 74,,8503.0,,Dose 1,,0,,0.0,,8469,,99.6001411266612,
363469,363470,20210518,S12000050,,North Lanarkshire,Female,,75 - 79,,6310.0,,Dose 1,,0,,0.0,,6219,,98.5578446909667,
363470,363471,20210518,S12000050,,North Lanarkshire,Female,,80 years and over,,8716.0,,Dose 1,,2,,0.0229463056447912,,8457,,97.0284534189995,
363471,363472,20210518,S12000050,,North Lanarkshire,Male,,18 - 29,,25092.0,,Dose 1,,5,,0.0199266698549338,,4922,,19.615813805196897,
363472,363473,20210518,S12000050,,North Lanarkshire,Male,,18 years and over,,129275.0,,Dose 1,,26,,0.020112163991491,,86600,,66.9889769870431,
363473,363474,20210518,S12000050,,North Lanarkshire,Male,,30 - 39,,21300.0,,Dose 1,,13,,0.0610328638497653,,6073,,28.511737089201898,
363474,363475,20210518,S12000050,,North Lanarkshire,Male,,40 - 49,,21865.0,,Dose 1,,6,,0.0274411159387148,,14628,,66.9014406585868,
363475,363476,20210518,S12000050,,North Lanarkshire,Male,,50 - 54,,12944.0,,Dose 1,,0,,0.0,,12352,,95.4264524103832,
363476,363477,20210518,S12000050,,North Lanarkshire,Male,,55 - 59,,11993.0,,Dose 1,,1,,0.008338197281747691,,12328,,102.793296089385,
363477,363478,20210518,S12000050,,North Lanarkshire,Male,,60 - 64,,9976.0,,Dose 1,,0,,0.0,,10290,,103.147554129912,
363478,363479,20210518,S12000050,,North Lanarkshire,Male,,65 - 69,,8511.0,,Dose 1,,0,,0.0,,8499,,99.85900599224529,
363479,363480,20210518,S12000050,,North Lanarkshire,Male,,70 - 74,,7419.0,,Dose 1,,1,,0.0134789055128724,,7586,,102.25097722065,
363480,363481,20210518,S12000050,,North Lanarkshire,Male,,75 - 79,,4913.0,,Dose 1,,0,,0.0,,4822,,98.1477712192143,
363481,363482,20210518,S12000050,,North Lanarkshire,Male,,80 years and over,,5262.0,,Dose 1,,0,,0.0,,5100,,96.921322690992,
363482,363483,20210518,S12000050,,North Lanarkshire,Total,d,18 - 29,,49333.0,,Dose 1,,13,,0.0263515294022257,,12559,,25.4576044432733,
363483,363484,20210518,S12000050,,North Lanarkshire,Total,d,18 years and over,,270851.0,,Dose 1,,46,,0.0169835075373545,,190720,,70.4150990766141,
363484,363485,20210518,S12000050,,North Lanarkshire,Total,d,30 - 39,,44453.0,,Dose 1,,20,,0.0449913391672103,,16142,,36.312509841855395,
363485,363486,20210518,S12000050,,North Lanarkshire,Total,d,40 - 49,,45195.0,,Dose 1,,8,,0.0177010731275584,,31865,,70.5055869012059,
363486,363487,20210518,S12000050,,North Lanarkshire,Total,d,50 - 54,,26770.0,,Dose 1,,0,,0.0,,25291,,94.4751587598058,
363487,363488,20210518,S12000050,,North Lanarkshire,Total,d,50 years and over,,131870.0,,Dose 1,,5,,0.0037916129521498396,,130154,,98.6987184348222,
363488,363489,20210518,S12000050,,North Lanarkshire,Total,d,55 - 59,,24894.0,,Dose 1,,1,,0.00401703221659838,,25042,,100.59452076805701,
363489,363490,20210518,S12000050,,North Lanarkshire,Total,d,60 - 64,,21107.0,,Dose 1,,0,,0.0,,21347,,101.137063533425,
363490,363491,20210518,S12000050,,North Lanarkshire,Total,d,65 - 69,,17976.0,,Dose 1,,1,,0.005562972852692479,,17821,,99.1377392078327,
363491,363492,20210518,S12000050,,North Lanarkshire,Total,d,70 - 74,,15922.0,,Dose 1,,1,,0.00628061801281246,,16055,,100.83532219570401,
363492,363493,20210518,S12000050,,North Lanarkshire,Total,d,75 - 79,,11223.0,,Dose 1,,0,,0.0,,11041,,98.37833021473759,
363493,363494,20210518,S12000050,,North Lanarkshire,Total,d,80 years and over,,13978.0,,Dose 1,,2,,0.0143081985977965,,13557,,96.9881241951638,
363494,363495,20210518,S12000050,,North Lanarkshire,Female,,18 - 29,,24241.0,,Dose 2,,184,,0.75904459386989,,3419,,14.1042036219628,
363495,363496,20210518,S12000050,,North Lanarkshire,Female,,18 years and over,,141576.0,,Dose 2,,1595,,1.1266033791038002,,60594,,42.7996270554331,
363496,363497,20210518,S12000050,,North Lanarkshire,Female,,30 - 39,,23153.0,,Dose 2,,290,,1.25253746814668,,4657,,20.1140241005485,
363497,363498,20210518,S12000050,,North Lanarkshire,Female,,40 - 49,,23330.0,,Dose 2,,475,,2.03600514359194,,6295,,26.9824260608658,
363498,363499,20210518,S12000050,,North Lanarkshire,Female,,50 - 54,,13826.0,,Dose 2,,365,,2.63995371040069,,4543,,32.8583827571243,
363499,363500,20210518,S12000050,,North Lanarkshire,Female,,55 - 59,,12901.0,,Dose 2,,168,,1.30222463374932,,5531,,42.8726455313542,
363500,363501,20210518,S12000050,,North Lanarkshire,Female,,60 - 64,,11131.0,,Dose 2,,49,,0.440212020483335,,5329,,47.875303207258995,
363501,363502,20210518,S12000050,,North Lanarkshire,Female,,65 - 69,,9465.0,,Dose 2,,30,,0.316957210776545,,8744,,92.3824617010037,
363502,363503,20210518,S12000050,,North Lanarkshire,Female,,70 - 74,,8503.0,,Dose 2,,18,,0.21168999176761102,,8091,,95.1546512995413,
363503,363504,20210518,S12000050,,North Lanarkshire,Female,,75 - 79,,6310.0,,Dose 2,,11,,0.1743264659271,,5956,,94.3898573692552,
363504,363505,20210518,S12000050,,North Lanarkshire,Female,,80 years and over,,8716.0,,Dose 2,,5,,0.057365764111977996,,8029,,92.11794401101419,
363505,363506,20210518,S12000050,,North Lanarkshire,Male,,18 - 29,,25092.0,,Dose 2,,130,,0.51809341622828,,1438,,5.73091025027897,
363506,363507,20210518,S12000050,,North Lanarkshire,Male,,18 years and over,,129275.0,,Dose 2,,1408,,1.08915103461613,,41475,,32.0827692902727,
363507,363508,20210518,S12000050,,North Lanarkshire,Male,,30 - 39,,21300.0,,Dose 2,,202,,0.948356807511737,,1833,,8.6056338028169,
363508,363509,20210518,S12000050,,North Lanarkshire,Male,,40 - 49,,21865.0,,Dose 2,,391,,1.7882460553395803,,2843,,13.002515435627698,
363509,363510,20210518,S12000050,,North Lanarkshire,Male,,50 - 54,,12944.0,,Dose 2,,386,,2.9820766378244703,,2638,,20.3800988875155,
363510,363511,20210518,S12000050,,North Lanarkshire,Male,,55 - 59,,11993.0,,Dose 2,,210,,1.7510214291670099,,3711,,30.9430501125657,
363511,363512,20210518,S12000050,,North Lanarkshire,Male,,60 - 64,,9976.0,,Dose 2,,46,,0.461106655974338,,4305,,43.1535685645549,
363512,363513,20210518,S12000050,,North Lanarkshire,Male,,65 - 69,,8511.0,,Dose 2,,26,,0.305487016801786,,7947,,93.37328163553049,
363513,363514,20210518,S12000050,,North Lanarkshire,Male,,70 - 74,,7419.0,,Dose 2,,12,,0.161746866154468,,7284,,98.1803477557622,
363514,363515,20210518,S12000050,,North Lanarkshire,Male,,75 - 79,,4913.0,,Dose 2,,5,,0.101770812131081,,4627,,94.1787095461022,
363515,363516,20210518,S12000050,,North Lanarkshire,Male,,80 years and over,,5262.0,,Dose 2,,0,,0.0,,4849,,92.1512732801216,
363516,363517,20210518,S12000050,,North Lanarkshire,Total,d,18 - 29,,49333.0,,Dose 2,,314,,0.636490787099913,,4857,,9.84533679281617,
363517,363518,20210518,S12000050,,North Lanarkshire,Total,d,18 years and over,,270851.0,,Dose 2,,3003,,1.10872767684077,,102069,,37.6845571919616,
363518,363519,20210518,S12000050,,North Lanarkshire,Total,d,30 - 39,,44453.0,,Dose 2,,492,,1.1067869435133701,,6490,,14.5996895597597,
363519,363520,20210518,S12000050,,North Lanarkshire,Total,d,40 - 49,,45195.0,,Dose 2,,866,,1.91614116605819,,9138,,20.2190507799535,
363520,363521,20210518,S12000050,,North Lanarkshire,Total,d,50 - 54,,26770.0,,Dose 2,,751,,2.8053791557713903,,7181,,26.8248038849458,
363521,363522,20210518,S12000050,,North Lanarkshire,Total,d,50 years and over,,131870.0,,Dose 2,,1331,,1.00932736786229,,81584,,61.866990217638595,
363522,363523,20210518,S12000050,,North Lanarkshire,Total,d,55 - 59,,24894.0,,Dose 2,,378,,1.51843817787419,,9242,,37.125411745802204,
363523,363524,20210518,S12000050,,North Lanarkshire,Total,d,60 - 64,,21107.0,,Dose 2,,95,,0.45008764864736794,,9634,,45.6436253375657,
363524,363525,20210518,S12000050,,North Lanarkshire,Total,d,65 - 69,,17976.0,,Dose 2,,56,,0.31152647975077896,,16691,,92.8515798842902,
363525,363526,20210518,S12000050,,North Lanarkshire,Total,d,70 - 74,,15922.0,,Dose 2,,30,,0.188418540384374,,15375,,96.5645019469916,
363526,363527,20210518,S12000050,,North Lanarkshire,Total,d,75 - 79,,11223.0,,Dose 2,,16,,0.14256437672636602,,10583,,94.29742493094541,
363527,363528,20210518,S12000050,,North Lanarkshire,Total,d,80 years and over,,13978.0,,Dose 2,,5,,0.0357704964944913,,12878,,92.13049077121191,
363528,363529,20210519,,:,Unknown,Female,,18 - 29,,,z,Dose 1,,2,,,z,358,,,z
363529,363530,20210519,,:,Unknown,Female,,18 years and over,,,z,Dose 1,,8,,,z,2973,,,z
363530,363531,20210519,,:,Unknown,Female,,30 - 39,,,z,Dose 1,,2,,,z,367,,,z
363531,363532,20210519,,:,Unknown,Female,,40 - 49,,,z,Dose 1,,1,,,z,388,,,z
363532,363533,20210519,,:,Unknown,Female,,50 - 54,,,z,Dose 1,,2,,,z,289,,,z
363533,363534,20210519,,:,Unknown,Female,,55 - 59,,,z,Dose 1,,0,,,z,304,,,z
363534,363535,20210519,,:,Unknown,Female,,60 - 64,,,z,Dose 1,,1,,,z,311,,,z
363535,363536,20210519,,:,Unknown,Female,,65 - 69,,,z,Dose 1,,0,,,z,238,,,z
363536,363537,20210519,,:,Unknown,Female,,70 - 74,,,z,Dose 1,,0,,,z,231,,,z
363537,363538,20210519,,:,Unknown,Female,,75 - 79,,,z,Dose 1,,0,,,z,181,,,z
